,iter,obj_val,obs_err,test_err,nuc_norm,time,mu
0,1.0,4600.385914469905,135.4475386191705,0.9973729817455997,6.938492485992353,0.3252239227294922,2.0
1,2.0,3921.216569168039,112.4850521562969,0.8323735737935866,378.99741475841523,0.5193507671356201,2.0
2,3.0,2636.4851134442333,49.16668895296296,0.3706417332759826,1016.0721438974404,0.7401413917541504,2.0
3,4.0,2631.174007630375,51.016920283830196,0.3838070763395101,990.2462344093519,0.9572350978851318,2.0
4,5.0,2631.0983242712587,51.25479983623711,0.38551817859877346,987.1673488540379,1.1760423183441162,2.0
5,6.0,15059.10388468827,24.80658874105734,0.188199367894837,1603.5698015436687,1.9477312564849854,0.02596054250362753
6,7.0,13546.86539922698,22.57837906660197,0.17280045800438265,1864.2209487040395,2.25431489944458,0.02596054250362753
7,8.0,6992.2530948196,12.239436210212192,0.10407735502480979,2053.516105785545,2.7409815788269043,0.02596054250362753
8,9.0,5575.978575374136,8.464197499152547,0.07403961515205174,2098.070738270685,3.172234535217285,0.02596054250362753
9,10.0,5175.848773483711,6.94472743955225,0.06109719014181471,2123.4768583154873,3.5978081226348877,0.02596054250362753
10,11.0,48507.940115389276,6.013684586538628,0.0540259210896883,2138.1211461802814,4.572616338729858,0.0004088064000060122
11,12.0,43723.58855471294,5.678024864695481,0.05105798990173417,2145.8808501045996,5.030021905899048,0.0004088064000060122
12,13.0,39821.74389062826,5.388950311896434,0.04837420221458356,2151.3741343322217,5.488565444946289,0.0004088064000060122
13,14.0,36146.329697715686,5.101658199818813,0.045720816023180635,2156.7577259533555,5.936373949050903,0.0004088064000060122
14,15.0,33231.8974215361,4.861871414509152,0.043592940865623535,2160.5771394854155,6.380056381225586,0.0004088064000060122
15,16.0,91156.2260691193,4.659417802935566,0.041844168367149256,2162.8805184605444,7.343478679656982,0.00012501472987771283
16,17.0,84250.77916397547,4.470211307518721,0.04019542015603873,2164.5202639981026,7.782702922821045,0.00012501472987771283
17,18.0,77741.32317722517,4.284217984110619,0.03856653695835712,2165.939366417414,8.233593463897705,0.00012501472987771283
18,19.0,71499.15499357868,4.0979408974934275,0.0369249240381942,2167.295601335956,8.70554804801941,0.00012501472987771283
19,20.0,65515.21304152574,3.91104626598888,0.03526577167156247,2168.64530461636,9.2199547290802,0.00012501472987771283
20,21.0,59822.1121495314,3.7245343267769067,0.03359813102754076,2170.0131494460165,9.666967153549194,0.00012501472987771283
21,22.0,54441.70720089169,3.539236213759481,0.0319321172872346,2171.419447687515,10.094351291656494,0.00012501472987771283
22,23.0,49368.54796480113,3.355148379337171,0.030271554465210803,2172.8854076696957,10.643558025360107,0.00012501472987771283
23,24.0,44588.94120517271,3.1719408382747254,0.02861648899199424,2174.424166145107,11.278213262557983,0.00012501472987771283
24,25.0,40113.78867466547,2.990232007102104,0.026973234069243134,2176.0264887114527,11.654124736785889,0.00012501472987771283
25,26.0,35995.25367790241,2.812635493911633,0.025363843690715156,2177.6542058265804,12.065359115600586,0.00012501472987771283
26,27.0,32310.27608359938,2.6436278686014028,0.023826378191509918,2179.2483316785633,12.509018182754517,0.00012501472987771283
27,28.0,29122.15787647918,2.488150778930442,0.022404201197526077,2180.7492267968137,12.949455499649048,0.00012501472987771283
28,29.0,26449.795244108136,2.349902492510774,0.021131615079483208,2182.115444086098,13.387321472167969,0.00012501472987771283
29,30.0,24263.014828237992,2.230397860738779,0.020024761458725483,2183.330463182372,13.834039449691772,0.00012501472987771283
30,31.0,75357.10418907671,2.12907127906155,0.01908351096502009,2180.2546339675996,14.804661989212036,3.1923675468941074e-05
31,32.0,69799.20743629872,2.044018324750038,0.01828821878114538,2180.854619390444,15.255926847457886,3.1923675468941074e-05
32,33.0,65320.38825139919,1.9728114504657148,0.017619780513665608,2181.364840556689,15.694364309310913,3.1923675468941074e-05
33,34.0,61681.41303095332,1.9130054406152108,0.017056867608120814,2181.8055425619336,16.133700609207153,3.1923675468941074e-05
34,35.0,58692.00918252734,1.8624379127467368,0.01658007522406453,2182.191779271381,16.56961965560913,3.1923675468941074e-05
35,36.0,101319.34581113675,1.8193207691357907,0.016173432665519002,2182.232696160393,17.534038305282593,1.706942469894733e-05
36,37.0,97406.06020838735,1.7822226096985292,0.01582323087122295,2182.4606277584235,17.985150814056396,1.706942469894733e-05
37,38.0,94074.36465744031,1.7500180363822377,0.015519268536685449,2182.666408039903,18.43955898284912,1.706942469894733e-05
38,39.0,91206.845626962,1.7218177621524335,0.015253278036106302,2182.8556539087695,18.908502340316772,1.706942469894733e-05
39,40.0,88713.29459037696,1.696914077051287,0.015018641712694517,2183.0322542492186,19.345338821411133,1.706942469894733e-05
40,41.0,86523.38195372047,1.6747372618640963,0.014810000192530898,2183.1990864888553,19.87978744506836,1.706942469894733e-05
41,42.0,84581.43663266089,1.654822722232169,0.014622985502611117,2183.3583684470686,20.346046447753906,1.706942469894733e-05
42,43.0,82842.76183428716,1.6367869166341593,0.014453975278139767,2183.5117780920436,20.813251495361328,1.706942469894733e-05
43,44.0,81271.00384234579,1.620309611265376,0.01429995251568854,2183.6606514307614,21.273405075073242,1.706942469894733e-05
44,45.0,79836.23020738305,1.6051204902085683,0.0141583744844302,2183.806046305992,21.716468334197998,1.706942469894733e-05
45,46.0,78513.52241274816,1.5909891005319734,0.01402708051944092,2183.9488144069483,22.168127298355103,1.706942469894733e-05
46,47.0,77281.87191494866,1.5777165682126983,0.01390422477634827,2184.0896736279556,22.8254873752594,1.706942469894733e-05
